Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2272,38,8,12072,365.57,0.044%,25.73833,11.08,12.11,440.9
TOTAL,2272,38,8,12072,365.57,0.044%,25.73833,11.08,12.11,440.9
