Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,5174,67,4,83590,1419.44,0.000%,14.56353,6.58,16.13,463.0
TOTAL,5174,67,4,83590,1419.44,0.000%,14.56353,6.58,16.13,463.0
