Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,443,2035,2005,2062,11.94,100.000%,.49110,0.23,0.24,470.0
TOTAL,443,2035,2005,2062,11.94,100.000%,.49110,0.23,0.24,470.0
