Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8569,30,5,12721,247.09,0.000%,28.44481,12.22,1463.47,440.0
TOTAL,8569,30,5,12721,247.09,0.000%,28.44481,12.22,1463.47,440.0
