Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,9415,29,6,34229,409.56,0.000%,31.38260,14.19,319.40,463.0
TOTAL,9415,29,6,34229,409.56,0.000%,31.38260,14.19,319.40,463.0
