Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,27856,10,4,3489,31.59,0.000%,92.85148,39.90,42.16,440.0
TOTAL,27856,10,4,3489,31.59,0.000%,92.85148,39.90,42.16,440.0
