Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,12667,76,3,120004,2652.94,0.047%,13.07498,5.63,6.15,440.8
TOTAL,12667,76,3,120004,2652.94,0.047%,13.07498,5.63,6.15,440.8
