Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8582,37,3,41469,700.05,0.000%,26.04434,11.78,29.02,463.0
TOTAL,8582,37,3,41469,700.05,0.000%,26.04434,11.78,29.02,463.0
