Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5527,50,5,42581,980.66,0.000%,18.34890,7.88,924.06,440.0
TOTAL,5527,50,5,42581,980.66,0.000%,18.34890,7.88,924.06,440.0
