Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7988,32,5,9955,235.25,0.000%,26.57936,11.42,1372.71,440.0
TOTAL,7988,32,5,9955,235.25,0.000%,26.57936,11.42,1372.71,440.0
