Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6487,44,3,38082,723.39,0.000%,21.53297,9.74,23.85,463.0
TOTAL,6487,44,3,38082,723.39,0.000%,21.53297,9.74,23.85,463.0
