Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,6292,45,3,47516,705.13,0.000%,20.97333,9.48,213.46,463.0
TOTAL,6292,45,3,47516,705.13,0.000%,20.97333,9.48,213.46,463.0
