Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4658,198,1,120007,4183.82,100.000%,5.04355,2.45,2.37,498.4
TOTAL,4658,198,1,120007,4183.82,100.000%,5.04355,2.45,2.37,498.4
