Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7944,36,3,55465,632.46,0.000%,26.47532,11.97,269.64,463.0
TOTAL,7944,36,3,55465,632.46,0.000%,26.47532,11.97,269.64,463.0
