Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7181,40,3,38910,575.69,0.000%,23.93595,10.82,243.78,463.0
TOTAL,7181,40,3,38910,575.69,0.000%,23.93595,10.82,243.78,463.0
