Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,4543,65,3,57141,1131.24,0.000%,15.14025,6.85,16.77,463.0
TOTAL,4543,65,3,57141,1131.24,0.000%,15.14025,6.85,16.77,463.0
