Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8187,73,3,120016,1624.05,0.012%,13.62230,5.86,6.49,440.2
TOTAL,8187,73,3,120016,1624.05,0.012%,13.62230,5.86,6.49,440.2
