Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4001,75,8,120013,2138.17,0.050%,13.24247,5.70,6.39,440.9
TOTAL,4001,75,8,120013,2138.17,0.050%,13.24247,5.70,6.39,440.9
