Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,9545,29,3,32165,357.20,0.000%,31.84299,14.40,35.26,463.0
TOTAL,9545,29,3,32165,357.20,0.000%,31.84299,14.40,35.26,463.0
