Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2623,113,3,19702,871.68,0.000%,8.63178,3.90,87.85,463.0
TOTAL,2623,113,3,19702,871.68,0.000%,8.63178,3.90,87.85,463.0
