Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6910,43,5,29052,806.99,0.000%,22.29895,9.58,124.21,440.0
TOTAL,6910,43,5,29052,806.99,0.000%,22.29895,9.58,124.21,440.0
