Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2597,122,3,26134,1160.03,0.000%,8.09809,3.66,9.02,463.0
TOTAL,2597,122,3,26134,1160.03,0.000%,8.09809,3.66,9.02,463.0
