Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2637,45,9,7993,227.08,0.000%,21.78961,9.36,10.26,440.0
TOTAL,2637,45,9,7993,227.08,0.000%,21.78961,9.36,10.26,440.0
