Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,4791,60,4,27653,601.18,0.000%,15.87018,7.18,161.52,463.0
TOTAL,4791,60,4,27653,601.18,0.000%,15.87018,7.18,161.52,463.0
