Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,17670,56,3,120004,1360.24,0.006%,17.61390,7.57,8.45,440.1
TOTAL,17670,56,3,120004,1360.24,0.006%,17.61390,7.57,8.45,440.1
