Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5913,48,3,55031,1017.62,0.000%,19.70928,8.91,200.60,463.0
TOTAL,5913,48,3,55031,1017.62,0.000%,19.70928,8.91,200.60,463.0
