Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9381,27,5,14204,309.65,0.000%,30.44830,13.08,1557.79,440.0
TOTAL,9381,27,5,14204,309.65,0.000%,30.44830,13.08,1557.79,440.0
