,0,1,2,0
353,16-60s,itr1,Node 3,"[823, 2009, 1996, 1615, 2075, 2312, 1970, 2035, 1878, 2114, 2877, 1944, 1930, 1891, 2049, 2083, 1568, 1568, 1402]"
354,16-60s,itr1,Node5,[]
355,16-60s,itr1,Node 1,"[823, 2009, 1996, 1825, 1825, 2022, 1957, 1943, 2035, 1996, 1878, 2114, 2877, 1944, 1930, 1891, 2049, 2083, 1568, 1568, 1402]"
356,16-60s,itr2,Node 2,"[1628, 2745, 1575, 2588, 1575, 1575, 3705, 2575, 1575, 4086, 2693, 1568, 2417, 1568, 1575, 2410, 1575, 1575, 1568, 1568, 1575, 1568, 1575, 3363, 1568, 825, 1382]"
357,16-60s,itr2,Node5,"[1628, 2745, 1575, 2588, 1575, 2575, 3705, 1575, 2693, 4086, 1568, 1568, 1568, 1575, 1575, 2410, 1575, 1575, 1568, 1568, 1575, 1575, 1568, 1575, 3363, 1568, 825, 1382]"
358,16-60s,itr2,Node4,"[1628, 2745, 1575, 1575, 1575, 2575, 1575, 1575, 4086, 1568, 1568, 1568, 1575, 1575, 2410, 1575, 1575, 1575, 1575, 1568, 1575, 3363, 1568, 825, 1382]"
359,16-60s,itr2,Node 3,"[1628, 2745, 1575, 1575, 1575, 2575, 1575, 1575, 4086, 1568, 1568, 2417, 1575, 2410, 1575, 1568, 1568, 1568, 1568, 1575, 3363, 1568, 825, 1382]"
360,16-60s,itr2,Node 1,"[1628, 2745, 1575, 1575, 1575, 2575, 1575, 1575, 4086, 1568, 1568, 1575, 2410, 1575, 1575, 1568, 1568, 1575, 1568, 1575, 3363, 1568, 825, 1382]"
361,16-60s,itr3,Node4,"[1891, 1667, 1589, 4099, 3981, 1575, 1575, 1568, 4691, 1568, 1568, 2376, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 987]"
362,16-60s,itr3,Node5,"[1891, 1746, 1589, 1667, 4099, 1568, 3981, 1575, 1568, 1575, 4691, 1568, 2376, 1568, 1568, 1568, 1568, 1568, 1568, 987]"
363,16-60s,itr3,Node 2,"[1891, 1746, 4099, 2298, 3981, 1568, 1575, 4691, 1575, 1568, 2376, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 987]"
364,16-60s,itr3,Node 3,"[1891, 1746, 1589, 4099, 3981, 1575, 1575, 4691, 1568, 2376, 1568, 1568, 1568, 1568, 1568, 1568, 987]"
365,16-60s,itr3,Node 1,"[1891, 1746, 2298, 4099, 3981, 1575, 1568, 1575, 4691, 1568, 1575, 2376, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 987]"
366,16-60s,itr4,Node4,"[1681, 1667, 3022, 1575, 1568, 2561, 1575, 2377, 1568, 4073, 1568, 2890, 1568, 1568, 1568, 1568, 1795, 1568, 1795, 1575, 1795, 878, 1568, 478]"
367,16-60s,itr4,Node5,"[1681, 2009, 3022, 1575, 1575, 1575, 2377, 1568, 4073, 1568, 2890, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 1575, 1795, 878, 1568, 478]"
368,16-60s,itr4,Node 2,"[1681, 3022, 1667, 1575, 2561, 1568, 1575, 2377, 1568, 4073, 1568, 2890, 1568, 1568, 1568, 1795, 1795, 1568, 1568, 1795, 878, 1568, 478]"
369,16-60s,itr4,Node 3,"[1681, 2009, 1575, 1575, 2377, 1568, 4073, 1568, 2890, 1568, 1568, 1568, 1568, 1795, 1568, 1795, 878, 1568, 478]"
370,16-60s,itr4,Node 1,"[1681, 2009, 1786, 3022, 1575, 1575, 2561, 1575, 2377, 1568, 4073, 1568, 2890, 1568, 1568, 1568, 1568, 1568, 1568, 1575, 1568, 1795, 878, 1568, 478]"
371,16-60s,itr5,Node4,"[1759, 2574, 1878, 2075, 3363, 1746, 2680, 1575, 1568, 1575, 1575, 1575, 1575, 2535, 1838, 3607, 1595, 605, 746]"
372,16-60s,itr5,Node 2,"[2114, 2574, 1759, 1878, 3363, 2075, 3508, 1746, 2680, 3521, 1575, 1568, 4946, 1575, 1575, 4927, 1838, 3607, 1595, 605, 746]"
373,16-60s,itr5,Node5,"[2114, 1865, 1917, 2075, 1746, 2680, 1568, 1575, 1575, 1575, 1575, 1575, 1838, 3607, 1568, 1595, 605, 746]"
374,16-60s,itr5,Node 1,"[2114, 1878, 1917, 2075, 1746, 1707, 2680, 1575, 1575, 1568, 1575, 1575, 1575, 1575, 1838, 1568, 3607, 1595, 605, 746]"
375,16-60s,itr5,Node 3,"[1891, 2430, 1575, 1575, 1602, 3744, 1575, 1575, 1575, 1575, 1575, 1568, 1374, 2114, 1759, 1917, 1878, 2075, 1707, 1746, 2680, 1575, 1575, 1568, 1575, 1575, 1575, 1575, 1838, 3607, 1595, 605, 746]"
376,16-60s,itr6,Node 2,"[1917, 1786, 1786, 3718, 1838, 1733, 4310, 3284, 1575, 2627, 1575, 1575, 4346, 1575, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 173]"
377,16-60s,itr6,Node 1,"[1917, 1786, 1786, 1589, 1838, 1733, 1641, 4310, 1575, 1575, 2627, 1575, 1575, 4346, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 173]"
378,16-60s,itr6,Node 3,"[1917, 1786, 1786, 1838, 3718, 1733, 3284, 4310, 1575, 2627, 1575, 4346, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 173]"
379,16-60s,itr6,Node4,"[1917, 1786, 1786, 2009, 1838, 1733, 1575, 2627, 1575, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 173]"
380,16-60s,itr6,Node5,"[1917, 1786, 1786, 1838, 1733, 4310, 1575, 1575, 1568, 1568, 1568, 1568, 1568, 1568, 1568, 173]"
381,16-60s,itr7,Node5,"[2022, 1746, 1930, 2154, 1575, 1720, 3889, 1575, 1575, 2627, 1575, 1575, 1575, 1575, 1575, 1575, 1575, 3137, 1568, 1568, 1568, 947]"
382,16-60s,itr7,Node 1,"[1865, 1930, 2154, 1720, 1575, 3889, 1575, 1575, 2627, 1575, 1575, 1575, 1575, 1575, 1575, 1575, 1568, 1568, 1568, 947]"
383,16-60s,itr7,Node 2,"[2719, 1865, 2154, 3889, 2167, 1575, 2627, 1575, 1575, 1575, 1575, 1575, 3137, 1568, 1568, 1568, 947]"
384,16-60s,itr7,Node4,"[1930, 1865, 2154, 1575, 1575, 3889, 1575, 1575, 2627, 1575, 1575, 1575, 1575, 3137, 1568, 1568, 1568, 947]"
385,16-60s,itr7,Node 3,"[2022, 1930, 2154, 1575, 3889, 1575, 2627, 1575, 1575, 1575, 3150, 1575, 3137, 1568, 1568, 1568, 947]"
386,16-60s,itr8,Node5,"[2049, 1575, 1694, 2009, 1575, 1575, 2233, 4652, 1568, 1575, 1568, 1568, 2127, 1575, 1575, 2114, 1568, 1568, 1568, 1568, 167]"
387,16-60s,itr8,Node 1,"[1917, 2049, 1957, 1786, 1694, 2009, 1694, 1575, 1720, 1575, 4652, 1568, 1575, 1568, 2141, 1568, 1575, 2127, 1575, 1575, 1575, 2114, 2627, 2969, 1568, 1568, 1568, 167]"
388,16-60s,itr8,Node4,"[1917, 2049, 1786, 1957, 1694, 2009, 1575, 1799, 4652, 1568, 1575, 1568, 1568, 2127, 1575, 1575, 2114, 1568, 1568, 1568, 1568, 167]"
389,16-60s,itr8,Node 2,"[1917, 2049, 2759, 1694, 2009, 1575, 1575, 4652, 1799, 1568, 2141, 1568, 1568, 2127, 1575, 1575, 2114, 2969, 2627, 1568, 1568, 1568, 167]"
390,16-60s,itr8,Node 3,"[2049, 1694, 1575, 2009, 1575, 1575, 1720, 4652, 1575, 1568, 1568, 1568, 2127, 1575, 1575, 2114, 1568, 1568, 1568, 167]"
391,16-60s,itr9,Node5,"[1838, 1799, 1904, 3035, 1575, 1575, 3140, 1575, 3127, 1575, 1575, 1575, 1575, 1568, 1568, 1575, 1568, 1568, 1568, 295]"
392,16-60s,itr9,Node 3,"[1838, 1799, 3035, 1575, 1575, 1575, 1575, 3429, 1575, 3416, 1575, 1568, 1568, 1568, 1575, 1568, 1568, 1568, 295]"
393,16-60s,itr9,Node4,"[1838, 1957, 3035, 1575, 1575, 3127, 1575, 1575, 3416, 1568, 1568, 1575, 1575, 1568, 1568, 1568, 295]"
394,16-60s,itr9,Node 2,"[1838, 1799, 3035, 1957, 1575, 3140, 1575, 1575, 3429, 1575, 1575, 5098, 3416, 1568, 1568, 3752, 3745, 1568, 1568, 1568, 295]"
395,16-60s,itr9,Node 1,"[1838, 2009, 3035, 1575, 1575, 3140, 1575, 3127, 1575, 1575, 1575, 3416, 1568, 1568, 1575, 1568, 1568, 1568, 295]"
396,16-60s,itr10,Node 2,"[2496, 1812, 2745, 2548, 1568, 1575, 3915, 1575, 1575, 4770, 1575, 1575, 5092, 4757, 4750, 1568, 1568, 1897, 1575, 1891, 1568, 1413, 641]"
397,16-60s,itr10,Node 3,"[2496, 1812, 1568, 1575, 2548, 1575, 1568, 1575, 1575, 1575, 1575, 4757, 4750, 1568, 1568, 1568, 1897, 1568, 1413, 641]"
398,16-60s,itr10,Node 1,"[2496, 1812, 1575, 1568, 2548, 1568, 1575, 1575, 1568, 1575, 1575, 1575, 1575, 1575, 1568, 1568, 1568, 1575, 1897, 1568, 1413, 641]"
399,16-60s,itr10,Node5,"[2496, 1812, 1575, 1575, 2548, 1575, 1568, 1575, 1575, 1575, 1575, 1575, 4757, 1575, 1568, 1568, 1568, 1897, 1568, 1891, 1413, 641]"
400,16-60s,itr10,Node4,"[2496, 1812, 1568, 1568, 2548, 1568, 1575, 1575, 3915, 1575, 3902, 1575, 1575, 3889, 1575, 1575, 1568, 1568, 1897, 1568, 1891, 1413, 641]"
401,32-60s,itr1,Node 2,"[3652, 4310, 4376, 3653, 4191, 4533, 6860, 3136, 2554]"
402,32-60s,itr1,Node 3,"[3652, 4310, 4376, 3653, 4191, 4533, 3797, 4402, 4573, 2554]"
403,32-60s,itr1,Node5,"[3652, 4310, 4376, 3653, 4191, 4533, 4113, 3136]"
404,32-60s,itr1,Node4,"[3652, 4310, 4376, 3653, 4191, 4533, 3140, 3797, 3136, 2554]"
405,32-60s,itr1,Node 1,"[3652, 4310, 4376, 3653, 4191, 4533, 4402, 4573, 2554]"
406,32-60s,itr2,Node 2,"[4507, 4152, 3495, 4809, 4047, 4349, 4599, 4744, 3986]"
407,32-60s,itr2,Node5,"[4507, 3942, 4809, 4349, 4599, 4744, 3986]"
408,32-60s,itr2,Node 3,"[4507, 4152, 3495, 4809, 4047, 4349, 4599, 4744, 3986]"
409,32-60s,itr2,Node 1,"[4507, 4152, 3495, 4809, 4047, 4349, 4599, 4744, 3986]"
410,32-60s,itr2,Node4,"[1638, 4507, 4152, 3495, 4809, 4047, 4349, 4599, 4744, 3986]"
411,32-60s,itr3,Node5,"[3797, 3837, 3232, 9608, 3136, 3140, 1698, 3140, 4566, 400, 709]"
412,32-60s,itr3,Node4,"[3797, 3837, 3140, 3232, 9608, 3136, 3140, 1698, 3136, 3140, 400, 709]"
413,32-60s,itr3,Node 1,"[3797, 3837, 3232, 3140, 9608, 3136, 3140, 1698, 3136, 3140, 4566, 709]"
414,32-60s,itr3,Node 2,"[3797, 3837, 3232, 9608, 3136, 3140, 4570, 3136, 3140, 4566, 400, 709]"
415,32-60s,itr3,Node 3,"[3797, 3837, 3232, 9608, 3136, 3140, 1698, 3136, 3140, 4566, 400, 709]"
416,32-60s,itr4,Node4,"[5887, 3136, 3140, 3136, 3455, 10935, 3136, 3136, 925, 3136, 4928, 761, 4504]"
417,32-60s,itr4,Node5,"[5887, 3136, 3140, 3136, 10935, 3136, 3136, 925, 3136, 3136, 761, 4504]"
418,32-60s,itr4,Node 2,"[5887, 3136, 3140, 3140, 10935, 3455, 3136, 3136, 925, 4928, 3136, 761, 4504]"
419,32-60s,itr4,Node 3,"[5887, 3136, 3136, 3140, 10935, 3136, 925, 3136, 3136, 761, 4504]"
420,32-60s,itr4,Node 1,"[5887, 3136, 3140, 3136, 10935, 3455, 3136, 3136, 925, 3136, 3136, 761, 4504]"
421,32-60s,itr5,Node5,"[3140, 3771, 3324, 3390, 8865, 2666, 3136, 3136, 3136, 2709, 3136, 870, 2862]"
422,32-60s,itr5,Node4,"[3140, 3771, 3324, 3350, 8865, 2666, 3136, 3136, 2709, 3136, 870]"
423,32-60s,itr5,Node 1,"[3140, 3771, 3390, 3324, 8865, 2666, 3136, 3136, 3136, 2709, 3136, 870, 2862]"
424,32-60s,itr5,Node 2,"[3140, 3771, 3324, 8865, 3350, 2666, 3136, 3136, 3136, 2709, 870, 2862]"
425,32-60s,itr5,Node 3,"[3140, 3771, 7241, 3324, 8865, 2666, 3136, 3136, 3136, 2709, 3136, 870, 2862]"
426,32-60s,itr6,Node5,"[4580, 3337, 3140, 7149, 3136, 2779, 4277, 2627, 495]"
427,32-60s,itr6,Node4,"[4580, 2786, 3140, 3337, 7149, 3136, 2779, 4277, 2627, 495]"
428,32-60s,itr6,Node 2,"[4580, 2786, 3140, 7149, 3136, 2779, 4277, 2627, 495]"
429,32-60s,itr6,Node 1,"[4580, 3136, 3140, 7149, 3136, 2779, 4277, 2627, 495]"
430,32-60s,itr6,Node 3,"[2786, 3140, 7149, 3136, 2779, 4277, 2627, 495]"
431,32-60s,itr7,Node5,"[4297, 3140, 3179, 3574, 6637, 3136, 3136, 3140, 4210, 3136, 3136, 1373]"
432,32-60s,itr7,Node4,"[4297, 3179, 3574, 6637, 3140, 3140, 4210, 3136, 3136, 1373]"
433,32-60s,itr7,Node 2,"[4297, 3179, 3574, 6637, 3140, 3140, 4210, 3136, 3136, 1373]"
434,32-60s,itr7,Node 3,"[4297, 3179, 3140, 3574, 6637, 3140, 3136, 3140, 4210, 3136, 3136, 1373]"
435,32-60s,itr7,Node 1,"[4297, 3140, 3179, 3574, 6637, 3136, 3136, 3140, 4210, 3136, 3136, 1373]"
436,32-60s,itr8,Node4,"[3337, 3613, 5703, 3140, 3140, 6018, 3136, 2957, 3136, 242]"
437,32-60s,itr8,Node5,"[3337, 3613, 5703, 3140, 3140, 6018, 3136, 3136, 2957, 3136, 242]"
438,32-60s,itr8,Node 2,"[3337, 3613, 5703, 3140, 3140, 6018, 3136, 3136, 2957, 3136, 242]"
439,32-60s,itr8,Node 3,"[3337, 3613, 5703, 3140, 3140, 3140, 6018, 3136, 2957, 3136, 242]"
440,32-60s,itr8,Node 1,"[3337, 3613, 5703, 3140, 3140, 6018, 3136, 3136, 2957, 3136, 242]"
441,32-60s,itr9,Node5,"[3521, 3600, 5440, 3140, 3140, 3140, 5144, 3136, 3136, 606, 3136, 326]"
442,32-60s,itr9,Node 3,"[3521, 3600, 5440, 3140, 3140, 3140, 5144, 3136, 3136, 606, 3136, 326]"
443,32-60s,itr9,Node4,"[3521, 3600, 5440, 3140, 3140, 3140, 5144, 3136, 3136, 606, 3136, 326]"
444,32-60s,itr9,Node 1,"[3521, 3600, 3758, 5440, 3140, 3140, 3140, 5144, 3136, 3136, 606, 3136, 326]"
445,32-60s,itr9,Node 2,"[3521, 5440, 3758, 3140, 3140, 5144, 3136, 3136, 606, 3136, 326]"
446,32-60s,itr10,Node4,"[4244, 3140, 3521, 3560, 7516, 3136, 2382, 3025, 2172]"
447,32-60s,itr10,Node5,"[4244, 3140, 3521, 3560, 7516, 3136, 2382, 3025, 2172]"
448,32-60s,itr10,Node 2,"[4244, 3140, 3521, 7516, 3136, 2382, 3025, 2172]"
449,32-60s,itr10,Node 1,"[4244, 3140, 3521, 3560, 7516, 3136, 2382, 3025, 2172]"
450,32-60s,itr10,Node 3,"[3442, 3140, 3521, 3560, 7516, 3136, 2382, 3025, 2172]"
451,64-60s,itr1,Node5,"[6461, 2867, 4055, 4911, 4815, 8254, 2732, 266, 1016, 266]"
452,64-60s,itr1,Node4,"[6461, 2867, 4055, 4911, 4815, 3824, 266, 1016, 266]"
453,64-60s,itr1,Node 2,"[6461, 2867, 4055, 4911, 4815, 5321, 266, 1016, 266]"
454,64-60s,itr1,Node 3,"[6461, 2867, 4055, 4911, 4815, 4489, 266, 1016, 266]"
455,64-60s,itr1,Node 1,"[6461, 2867, 4055, 4911, 4815, 8254, 2732, 266, 1016, 266]"
456,64-60s,itr2,Node5,"[8122, 11435, 5311, 10431, 4481, 6271, 1947, 4260]"
457,64-60s,itr2,Node4,"[7649, 11435, 5311, 10431, 4481, 6271, 1947, 4260]"
458,64-60s,itr2,Node 1,"[7281, 11435, 5311, 10431, 5038, 4481, 6271, 1947, 4260]"
459,64-60s,itr2,Node 2,"[11435, 8122, 5311, 10431, 4481, 6271, 1947, 4260]"
460,64-60s,itr2,Node 3,"[11435, 5311, 10431, 4481, 5038, 6271, 1947, 4260]"
461,64-60s,itr3,Node5,"[6598, 4341, 6271, 10122, 4990, 4954, 4599, 176]"
462,64-60s,itr3,Node4,"[6598, 4341, 6271, 10122, 4990, 4954, 4599, 176]"
463,64-60s,itr3,Node 1,"[6598, 4341, 6271, 10122, 4990, 4954, 4599, 176]"
464,64-60s,itr3,Node 2,"[6598, 4341, 6271, 10122, 4990, 4599, 176]"
465,64-60s,itr3,Node 3,"[6598, 4341, 6271, 10122, 4954, 4599, 176]"
466,64-60s,itr4,Node5,"[7117, 5880, 4137, 2750, 5796, 2540, 5723, 3275]"
467,64-60s,itr4,Node4,"[7117, 4137, 2750, 5796, 2540, 5723, 3275]"
468,64-60s,itr4,Node 1,"[5880, 4137, 2750, 5796, 2540, 5723, 3275]"
469,64-60s,itr4,Node 2,"[7117, 5762, 4137, 4971, 2750, 5796, 2540, 5723, 3275]"
470,64-60s,itr4,Node 3,"[5762, 4137, 4971, 2750, 5796, 2540, 5723, 3275]"
471,64-60s,itr5,Node4,"[5034, 7149, 7030, 6271, 9776, 2243, 6271, 1373, 1176, 1176]"
472,64-60s,itr5,Node5,"[5034, 7030, 6271, 2243, 6271, 1373, 1176]"
473,64-60s,itr5,Node 2,"[5034, 7030, 7149, 6271, 9776, 2243, 6271, 1373, 1176]"
474,64-60s,itr5,Node 1,"[7031, 7149, 6271, 9776, 2243, 6271, 1373, 1176]"
475,64-60s,itr5,Node 3,"[5034, 7030, 6271, 9776, 2243, 6271, 1373, 1176]"
476,64-60s,itr6,Node5,"[6860, 9535, 3141, 5779, 6282, 4715, 692, 1601]"
477,64-60s,itr6,Node4,"[6860, 9535, 3141, 5779, 2699, 6282, 692, 1601]"
478,64-60s,itr6,Node 2,"[6860, 9535, 3141, 5779, 2699, 6282, 692, 1601]"
479,64-60s,itr6,Node 1,"[6860, 9535, 3141, 5779, 4715, 6282, 692, 1601]"
480,64-60s,itr6,Node 3,"[6860, 3141, 5779, 2699, 6282, 692, 1601]"
481,64-60s,itr7,Node 2,"[6402, 7899, 6479, 3150, 2817, 6138]"
482,64-60s,itr7,Node5,"[6402, 7899, 6479, 8057, 3150, 6138]"
483,64-60s,itr7,Node 1,"[6402, 7899, 6479, 8057, 3150, 6138]"
484,64-60s,itr7,Node 3,"[7006, 3701, 6531, 5081, 7003, 173, 6402, 7899, 6479, 8057, 4270, 3150, 6138]"
485,64-60s,itr7,Node4,"[6402, 7899, 6479, 8057, 3150, 6138]"
486,64-60s,itr8,Node4,"[7049, 6271, 8576, 2978, 2968, 3445, 6771, 3327]"
487,64-60s,itr8,Node5,"[7049, 6271, 8576, 2968, 3445, 3327]"
488,64-60s,itr8,Node 2,"[7049, 6271, 8576, 2978, 2968, 6771, 3445, 3327]"
489,64-60s,itr8,Node 3,"[7049, 6271, 2978, 3673, 2968, 3936, 3445, 3327]"
490,64-60s,itr8,Node 1,"[7049, 6271, 3673, 2978, 2968, 3445, 3327]"
491,64-60s,itr9,Node 2,"[7105, 3760, 7912, 10383, 5850, 8056, 4937]"
492,64-60s,itr9,Node4,"[7105, 3760, 7912, 5850, 8056, 4937]"
493,64-60s,itr9,Node5,"[7105, 3760, 7912, 5850, 10383, 8056, 4723, 4937]"
494,64-60s,itr9,Node 1,"[7105, 3760, 7912, 5850, 8056, 4937]"
495,64-60s,itr9,Node 3,"[7105, 3760, 7912, 5850, 8056, 4937]"
496,64-60s,itr10,Node5,"[7178, 2899, 8308, 4470, 6175, 4546]"
497,64-60s,itr10,Node4,"[7178, 2899, 8308, 4470, 6175, 4546]"
498,64-60s,itr10,Node 3,"[7178, 2899, 8308, 4470, 6175, 4546]"
499,64-60s,itr10,Node 2,"[7178, 2899, 8308, 4470, 6175, 4546]"
500,64-60s,itr10,Node 1,"[7178, 2899, 8308, 4470, 6175, 4546]"
501,128-60s,itr1,Node 2,"[3425, 3924, 2176, 5117, 8022, 3767, 2388, 6038]"
502,128-60s,itr1,Node5,"[3425, 3924, 2176, 5117, 8022, 2388, 6038]"
503,128-60s,itr1,Node4,"[9, 277, 16, 650, 3425, 3924, 2176, 5117, 8022, 3767, 2388, 6038]"
504,128-60s,itr1,Node 3,"[9, 277, 16, 650, 3425, 3924, 2176, 5117, 3767, 2388, 6038]"
505,128-60s,itr1,Node 1,"[3425, 3924, 2176, 5117, 8022, 3767, 2388, 6038]"
506,128-60s,itr2,Node 2,"[6067, 7571, 7425, 3823, 2751, 7085]"
507,128-60s,itr2,Node5,"[6067, 7571, 7425, 3823, 2751, 7085]"
508,128-60s,itr2,Node4,"[6067, 7571, 7425, 3823, 2751, 7085]"
509,128-60s,itr2,Node 3,"[6067, 7571, 7425, 3823, 2751, 7085]"
510,128-60s,itr2,Node 1,"[6067, 7571, 7425, 3823, 2751, 7085]"
511,128-60s,itr3,Node4,"[10811, 10563, 3242, 9106, 5647, 5539]"
512,128-60s,itr3,Node 2,"[9312, 10563, 3242, 9106, 5647, 5539]"
513,128-60s,itr3,Node5,"[9312, 3242, 9106, 5647, 5539]"
514,128-60s,itr3,Node 3,"[10152, 10563, 3242, 9106, 5647, 5539]"
515,128-60s,itr3,Node 1,"[10563, 9312, 3242, 9106, 5647, 5539]"
516,128-60s,itr4,Node4,"[7404, 8670, 1233, 6995, 3552]"
517,128-60s,itr4,Node 3,"[7404, 1233, 330, 3552]"
518,128-60s,itr4,Node5,"[7404, 8670, 1233, 13816, 6995, 3552]"
519,128-60s,itr4,Node 2,"[7404, 8670, 1233, 13816, 6995, 3552]"
520,128-60s,itr4,Node 1,"[7404, 8670, 1233, 13816, 6995, 3552]"
521,128-60s,itr5,Node4,"[6536, 6021, 3022, 10658, 3044, 3981, 378]"
522,128-60s,itr5,Node 3,"[6536, 6021, 3022, 10658, 10689, 3981, 6332, 378]"
523,128-60s,itr5,Node 2,"[6536, 6021, 3022, 10658, 3044, 3981, 6332, 378]"
524,128-60s,itr5,Node5,"[6536, 6021, 3022, 10658, 3044, 6332, 378]"
525,128-60s,itr5,Node 1,"[6536, 6021, 3022, 10658, 3981, 10689, 6332, 378]"
526,128-60s,itr6,Node4,"[8366, 5905, 7704, 5221, 6887]"
527,128-60s,itr6,Node5,"[8366, 5905, 7704, 5221, 6887]"
528,128-60s,itr6,Node 2,"[8366, 5905, 7704, 5221, 6887]"
529,128-60s,itr6,Node 3,"[8366, 5905, 7704, 5221, 6887]"
530,128-60s,itr6,Node 1,"[8366, 5905, 7704, 5221, 6887]"
531,128-60s,itr7,Node 2,"[6887, 7268, 10876, 3965, 3892, 9490]"
532,128-60s,itr7,Node 1,"[6887, 7268, 3965, 10876, 3892, 9490]"
533,128-60s,itr7,Node5,"[6887, 7268, 3436, 3965, 3892, 9490]"
534,128-60s,itr7,Node4,"[6887, 7268, 3436, 3965, 3892, 9490]"
535,128-60s,itr7,Node 3,"[6887, 7268, 3436, 3965, 3892, 9490]"
536,128-60s,itr8,Node 3,"[8287, 1580, 10187, 6882]"
537,128-60s,itr8,Node4,"[8287, 8294, 1580, 6882]"
538,128-60s,itr8,Node 2,[]
539,128-60s,itr8,Node5,"[8287, 8294, 10187, 1580, 6882, 13046]"
540,128-60s,itr8,Node 1,"[8287, 8294, 1580, 6882, 13046]"
541,128-60s,itr9,Node4,"[7332, 3807, 9009, 5737, 4841, 3245, 1665, 953]"
542,128-60s,itr9,Node 2,"[7332, 3807, 9009, 5737, 3245, 1665, 953]"
543,128-60s,itr9,Node 1,"[7332, 3807, 9009, 4841, 2907, 3245, 1665, 953]"
544,128-60s,itr9,Node5,"[7332, 3807, 9009, 2907, 4841, 3245, 1665, 953]"
545,128-60s,itr9,Node 3,"[7332, 3807, 9009, 5737, 7711, 4841, 3245, 1665, 953]"
546,128-60s,itr10,Node5,"[5890, 8222, 3012, 3345, 283, 5596]"
547,128-60s,itr10,Node4,"[5890, 8222, 6524, 3012, 3345, 283, 5596]"
548,128-60s,itr10,Node 1,"[5890, 8222, 6524, 3012, 3345, 283, 5596]"
549,128-60s,itr10,Node 2,"[5890, 8222, 6524, 3345, 283, 5596]"
550,128-60s,itr10,Node 3,"[5890, 8222, 6524, 3012, 3345, 283, 5596]"
551,256-60s,itr1,Node5,"[2483, 8601, 10711, 13672, 6178, 8492, 6991]"
552,256-60s,itr1,Node4,"[2483, 8601, 10711, 13672, 6235, 8492, 6991]"
553,256-60s,itr1,Node 2,"[2483, 8601, 10711, 13672, 6235, 8492, 6991]"
554,256-60s,itr1,Node 3,"[2483, 8601, 10711, 13672, 6178, 8492, 6991]"
555,256-60s,itr1,Node 1,"[2483, 8601, 10711, 5575, 8492]"
556,256-60s,itr3,Node 2,"[8856, 9898, 5543, 9604, 4584, 2116, 1489, 3550]"
557,256-60s,itr3,Node 3,"[8856, 9898, 5543, 9604, 744, 2116, 1489, 3550]"
558,256-60s,itr3,Node4,"[8856, 9898, 5543, 9604, 4584, 2116, 1489, 3550]"
559,256-60s,itr3,Node 1,"[8856, 5543, 9604, 4584, 2116, 1489, 3550]"
560,256-60s,itr3,Node5,"[8856, 9898, 5543, 9604, 2116, 744, 1489, 3550]"
561,256-60s,itr2,Node 2,"[9344, 15976, 6182, 13169, 4551, 3165, 529, 677]"
562,256-60s,itr2,Node5,"[9344, 7555, 2910, 13169, 4551, 3165, 529, 677]"
563,256-60s,itr2,Node 3,"[9344, 2910, 7555, 13169, 4551, 3165, 529, 677]"
564,256-60s,itr2,Node 1,"[9344, 7740, 6182, 13169, 4551, 3165, 529, 677]"
565,256-60s,itr2,Node4,"[7404, 8670, 1233, 6995, 3552]"
566,256-60s,itr4,Node5,"[9026, 10382, 4153, 11037, 2881, 2061, 9178]"
567,256-60s,itr4,Node4,"[9026, 4153, 1745, 11037, 2881, 2061, 2604]"
568,256-60s,itr4,Node 1,"[9026, 10382, 1745, 11037, 2881, 9178]"
569,256-60s,itr4,Node 2,"[9026, 10382, 4153, 11037, 2881, 9178, 2061]"
570,256-60s,itr4,Node 3,"[9026, 1745, 4153, 11037, 2881, 2604]"
571,256-60s,itr5,Node5,"[6800, 11475, 3818, 7293, 3556, 4568, 5404]"
572,256-60s,itr5,Node4,"[6800, 11475, 7293, 9800, 3556, 4568, 5404]"
573,256-60s,itr5,Node 3,"[6800, 11475, 3818, 7293, 3556, 4568, 5404]"
574,256-60s,itr5,Node 2,"[6800, 11475, 3818, 7293, 3556, 4568, 5404]"
575,256-60s,itr5,Node 1,"[6800, 11475, 9800, 7293, 3556, 4568, 5404]"
576,256-60s,itr6,Node 2,"[9028, 6180, 9807, 4179, 6074, 842]"
577,256-60s,itr6,Node5,"[9028, 6180, 9807, 7652, 4179, 6074, 842]"
578,256-60s,itr6,Node 3,"[9028, 6180, 9807, 7652, 4179, 6074, 842]"
579,256-60s,itr6,Node4,"[9028, 6180, 9807, 7652, 4179, 6074, 842]"
580,256-60s,itr6,Node 1,"[9028, 6180, 9807, 7652, 4179, 6074, 842]"
581,256-60s,itr7,Node5,"[6076, 12647, 2858, 5780, 3403, 11291, 564]"
582,256-60s,itr7,Node4,"[6076, 12647, 6052, 5780, 3403, 11291, 564]"
