,0,1,2,0
203,128-20s,itr1,Node 2,"[1964, 2868, 4447, 4030, 4630, 6025, 3393, 3204, 3239, 4783, 336, 170, 6335]"
204,128-20s,itr1,Node 3,"[1964, 2868, 4447, 4030, 4630, 6025, 3204, 3239, 4783, 7684, 336, 6335]"
205,128-20s,itr1,Node 1,"[1964, 2868, 4447, 4030, 4630, 6025, 3393, 3204, 3239, 4783, 8823, 7684, 336, 6335]"
206,128-20s,itr1,Node5,"[1964, 2868, 4447, 4030, 4630, 6025, 3393, 3204, 3239, 4783, 7684, 8823, 336, 6335]"
207,128-20s,itr2,Node5,"[2427, 1501, 1086, 3848, 2934, 2744, 2332, 4257, 3163, 281, 944, 3785, 701]"
208,128-20s,itr2,Node 2,"[2427, 1086, 3848, 2934, 2744, 2332, 4257, 576, 3163, 4715, 5253, 3785, 5838, 701, 5]"
209,128-20s,itr2,Node4,"[2427, 1501, 1086, 3848, 2934, 2744, 2332, 4257, 3163, 256, 944, 3785, 701, 5]"
210,128-20s,itr2,Node 3,"[2427, 1501, 1086, 3848, 2934, 2744, 2332, 4257, 576, 3163, 944, 5253, 3785, 5838, 5]"
211,128-20s,itr2,Node 1,"[2427, 1501, 1086, 3848, 2934, 2744, 2332, 4257, 576, 3163, 5253, 281, 3785, 5838, 701, 5]"
212,128-20s,itr3,Node4,"[3815, 2758, 868, 946, 6816, 309, 224, 238, 7634, 203, 2628]"
213,128-20s,itr3,Node 3,"[3815, 2758, 946, 868, 6816, 309, 238, 602, 7634, 203, 2628]"
214,128-20s,itr3,Node 2,"[3815, 2758, 6593, 946, 6816, 309, 7590, 602, 7634, 203, 2628]"
215,128-20s,itr3,Node 1,"[3815, 2758, 6593, 946, 6816, 309, 602, 238, 7634, 203, 2628]"
216,128-20s,itr3,Node5,"[3815, 2758, 432, 868, 6816, 309, 168, 224, 7634, 203, 2628]"
217,128-20s,itr4,Node5,"[4223, 5679, 1956, 5002, 1851, 4415, 1017, 514, 1441, 6720, 2, 16]"
218,128-20s,itr4,Node4,"[4223, 1956, 5002, 1851, 4415, 1017, 1219, 514, 6720, 2, 16]"
219,128-20s,itr4,Node 1,"[4223, 5679, 1956, 5002, 1851, 4415, 1017, 1441, 514, 6720, 2, 16]"
220,128-20s,itr4,Node 2,"[4223, 5679, 1956, 5002, 1851, 4415, 1017, 8574, 514, 6720, 2, 16]"
221,128-20s,itr4,Node 3,"[4223, 5679, 1956, 1851, 4415, 1017, 643, 1441, 6720, 2, 16]"
222,128-20s,itr5,Node5,"[4499, 2445, 6195, 3105, 131, 1736, 4709, 575, 112, 134, 2487, 4, 2, 18]"
223,128-20s,itr5,Node4,"[4499, 2445, 6195, 3105, 103, 1736, 4709, 575, 95, 112, 2487, 4, 2, 18]"
224,128-20s,itr5,Node 2,"[4499, 2445, 3105, 1736, 131, 4709, 575, 233, 134, 2487, 4, 2, 18]"
225,128-20s,itr5,Node 1,"[4499, 2445, 6195, 3105, 4832, 1736, 4709, 575, 10374, 112, 2487, 4, 2, 18]"
226,128-20s,itr5,Node 3,"[2204, 5124, 6681, 8011, 580, 865, 6, 4499, 2445, 6195, 3105, 1379, 131, 4709, 575, 134, 112, 2487, 4, 2]"
227,128-20s,itr6,Node5,"[4289, 2785, 3748, 214, 4855, 753, 165, 4678, 394]"
228,128-20s,itr6,Node4,"[4289, 2785, 3748, 129, 4855, 753, 94, 165, 4678, 394]"
229,128-20s,itr6,Node 2,"[4289, 2785, 3748, 8251, 4855, 129, 753, 5114, 573, 4678, 394, 6082]"
230,128-20s,itr6,Node 3,"[4289, 2785, 3748, 3499, 8251, 4855, 753, 448, 573, 4678, 394]"
231,128-20s,itr6,Node 1,"[4289, 2785, 3748, 8251, 3499, 4855, 753, 573, 448, 4678, 394]"
232,128-20s,itr7,Node4,"[4027, 697, 346, 1806, 4453, 3994, 4488, 39, 5292, 155]"
233,128-20s,itr7,Node5,"[4027, 4923, 697, 4909, 1806, 4453, 3994, 4488, 49, 5292, 3733, 3]"
234,128-20s,itr7,Node 2,"[4027, 4923, 697, 1806, 346, 4453, 3994, 4488, 5924, 5292, 3733, 155, 3]"
235,128-20s,itr7,Node 3,"[4027, 4923, 697, 4909, 1806, 4453, 3994, 4488, 5924, 5292, 3733, 155, 3]"
236,128-20s,itr7,Node 1,"[4027, 4923, 4909, 1806, 4453, 3994, 4488, 5924, 5292, 49, 3733, 155, 3]"
237,128-20s,itr8,Node5,"[4166, 3062, 1073, 3751, 976, 431, 306, 5569, 540]"
238,128-20s,itr8,Node4,"[4166, 3062, 4815, 1073, 3751, 976, 218, 431, 5569, 540]"
239,128-20s,itr8,Node 2,"[4166, 3062, 4815, 1073, 3751, 976, 306, 431, 5569, 540]"
240,128-20s,itr8,Node 3,"[4166, 3062, 4815, 1073, 3751, 976, 224, 431, 5569, 540]"
241,128-20s,itr8,Node 1,"[4166, 3062, 4815, 1073, 3751, 976, 7364, 306, 5569, 540, 8403]"
242,128-20s,itr9,Node4,"[1271, 3023, 1652, 798, 3695, 1075, 5931, 508, 6040, 657, 6155]"
243,128-20s,itr9,Node5,"[1271, 1652, 3023, 798, 3695, 1075, 351, 373, 6040, 657]"
244,128-20s,itr9,Node 3,"[1271, 4241, 798, 3695, 1075, 373, 508, 6040, 657]"
245,128-20s,itr9,Node 2,"[1271, 4241, 1408, 3023, 798, 3695, 1075, 508, 373, 6040, 657]"
246,128-20s,itr9,Node 1,"[1271, 4241, 3023, 798, 1075, 5931, 508, 6040, 657]"
247,128-20s,itr10,Node 2,"[1839, 2672, 1030, 4612, 181, 8403, 8340, 5587, 4428, 3966]"
248,128-20s,itr10,Node 3,"[1839, 2672, 1030, 4612, 2232, 8403, 8340, 5587, 4428, 3966]"
249,128-20s,itr10,Node 1,"[1839, 2672, 1030, 4612, 7806, 2232, 8403, 8340, 3165, 5587, 4428, 3966]"
250,128-20s,itr10,Node4,"[1839, 2672, 1030, 4612, 2232, 7806, 8403, 3165, 8340, 5587, 4428, 3966]"
251,128-20s,itr10,Node5,"[1839, 2672, 1030, 4612, 2232, 8403, 181, 8340, 5587, 4428, 3966]"
252,256-20s,itr1,Node5,"[2679, 2963, 3597, 3718, 6686, 2590, 10898, 10741, 2075, 8437, 3135, 1383]"
253,256-20s,itr1,Node 2,"[2679, 2963, 3597, 3718, 2652, 2590, 10741, 10898, 2075, 8437, 3135, 1383]"
254,256-20s,itr1,Node4,"[2679, 2963, 3597, 3718, 2590, 2652, 10898, 2075, 601, 1383]"
255,256-20s,itr1,Node 3,"[2679, 2963, 3597, 3718, 6407, 6686, 2590, 10898, 2075, 520, 3135, 1383]"
256,256-20s,itr1,Node 1,"[2679, 2963, 3597, 3718, 6686, 6407, 2590, 8192, 10898, 2075, 3135, 520, 1383]"
257,256-20s,itr2,Node 3,"[3994, 1306, 2654, 2815, 2563, 887, 2871, 1047, 720, 1167, 4241]"
258,256-20s,itr2,Node 2,"[3994, 2654, 1306, 2815, 2563, 3016, 887, 2871, 1047, 7363, 2049, 1167, 4241]"
259,256-20s,itr2,Node 1,"[3994, 5783, 2815, 2563, 3016, 887, 2871, 1047, 7363, 2049, 4241]"
260,256-20s,itr2,Node4,"[3994, 1999, 2654, 2815, 2563, 3016, 887, 2871, 1047, 1167, 2049, 4241]"
261,256-20s,itr2,Node5,"[3994, 5783, 2654, 2815, 2563, 3016, 887, 2871, 1047, 1693, 2049, 4241]"
262,256-20s,itr3,Node 3,"[3738, 1996, 1711, 1702, 1548, 3620, 2960, 2749, 3715, 3198, 1328, 713, 286, 77, 455]"
263,256-20s,itr3,Node 2,"[3738, 1996, 1711, 1702, 4859, 3620, 2960, 2749, 3198, 2341, 1328, 2491, 713, 286, 77, 455]"
264,256-20s,itr3,Node 1,"[3738, 1711, 3695, 1702, 4859, 3620, 2960, 2749, 3715, 3198, 1328, 2491, 713, 286, 77, 455]"
265,256-20s,itr3,Node4,"[1996, 1711, 1702, 3620, 2531, 2960, 2749, 2341, 3198, 1328, 2491, 713, 286, 77, 455]"
266,256-20s,itr3,Node5,"[3738, 1996, 1711, 1702, 2531, 3620, 2960, 2749, 3715, 3198, 1328, 2491, 713, 286, 77, 455]"
267,256-20s,itr4,Node 2,"[2819, 4761, 3441, 2018, 3137, 1089, 4180, 666, 294, 230, 6720, 151, 340, 3]"
268,256-20s,itr4,Node5,"[2819, 3441, 2018, 3137, 1089, 4180, 666, 6404, 294, 6720, 151, 340, 3]"
269,256-20s,itr4,Node 1,"[2819, 4761, 3441, 2018, 3137, 1089, 4180, 666, 230, 294, 6720, 151, 340, 3]"
270,256-20s,itr4,Node 3,"[2819, 4761, 3441, 2018, 1089, 666, 309, 230, 6720, 151, 340, 3]"
271,256-20s,itr4,Node4,"[2819, 4761, 3441, 2018, 3137, 1089, 4180, 666, 167, 294, 6720, 340, 3]"
272,256-20s,itr5,Node4,"[6562, 2756, 7907, 4260, 2332, 5398, 398, 2548, 619, 276, 1265, 2572]"
273,256-20s,itr5,Node5,"[2756, 6562, 7907, 4260, 2332, 510, 398, 2548, 619, 188, 1265, 2572]"
274,256-20s,itr5,Node 3,"[2756, 7907, 4260, 5398, 398, 2548, 619, 5365, 1265, 2572]"
275,256-20s,itr5,Node 2,"[2756, 7907, 3437, 2332, 5398, 398, 2548, 619, 1265, 276, 2572]"
276,256-20s,itr6,Node 2,"[3149, 2291, 4087, 2120, 1146, 1671, 5563, 685, 146, 133, 4162, 2]"
277,256-20s,itr6,Node 3,"[4311, 2291, 4087, 2120, 1671, 1146, 5563, 685, 133, 129, 4162, 2]"
278,256-20s,itr6,Node 1,"[2291, 3149, 4087, 2120, 7104, 1671, 5563, 685, 129, 133, 4162, 2]"
279,256-20s,itr6,Node4,"[4311, 2291, 4087, 2120, 260, 1671, 5563, 685, 83, 146, 4162, 2]"
280,256-20s,itr6,Node5,"[4311, 2291, 4087, 2120, 7104, 1146, 5563, 685, 7483, 129, 4162, 2]"
281,256-20s,itr7,Node4,"[2762, 6187, 1277, 3845, 2359, 1407, 5958, 859, 6244, 799, 29, 156, 231, 7]"
282,256-20s,itr7,Node5,"[2762, 6187, 1277, 3845, 2359, 1407, 126, 859, 6244, 799, 50, 231, 7]"
283,256-20s,itr7,Node 2,"[2762, 6187, 1277, 3845, 1407, 411, 859, 6244, 799, 95, 156, 231, 7]"
284,256-20s,itr7,Node 3,"[2762, 1277, 3845, 2359, 1407, 859, 411, 6244, 799, 156, 95, 231, 7]"
285,256-20s,itr7,Node 1,"[2762, 6187, 1277, 3845, 2359, 5958, 859, 6244, 799, 8474, 95, 231, 7]"
286,256-20s,itr8,Node 1,"[1174, 2305, 1755, 3791, 1765, 6519, 1020, 3226, 1192, 246, 1680, 5, 4]"
287,256-20s,itr8,Node 2,"[1174, 2305, 1755, 3791, 1765, 6519, 1020, 3226, 1192, 7758, 246, 1680, 5, 4]"
288,256-20s,itr8,Node 3,"[1174, 2305, 1755, 3791, 1765, 1020, 1016, 3226, 1192, 206, 1680, 5, 4]"
289,256-20s,itr8,Node4,"[1174, 2305, 1755, 3791, 1765, 1016, 1020, 3226, 1192, 141, 1680, 5, 4]"
290,256-20s,itr8,Node5,"[1174, 2305, 1755, 3791, 1765, 323, 1016, 3226, 1192, 110, 1680, 5, 4]"
291,256-20s,itr9,Node5,"[3979, 2788, 3682, 2251, 1493, 3777, 1743, 426, 628, 6240, 31, 526]"
292,256-20s,itr9,Node4,"[3979, 2788, 3682, 666, 1493, 3777, 1743, 477, 628, 6240, 31, 526]"
293,256-20s,itr9,Node 2,"[3979, 2788, 3682, 4543, 1493, 3777, 1743, 628, 426, 6240, 31, 526]"
294,256-20s,itr9,Node 3,"[3979, 2788, 3682, 1493, 2251, 3777, 1743, 655, 628, 6240, 31, 526]"
295,256-20s,itr9,Node 1,"[3979, 2788, 3682, 4543, 3777, 1743, 9171, 628, 6240, 31, 526]"
296,256-20s,itr10,Node5,"[3692, 3155, 5178, 3207, 1149, 1085, 4909, 538, 117, 111, 5094]"
297,256-20s,itr10,Node4,"[3979, 2788, 3682, 666, 1493, 3777, 1743, 477, 628, 6240, 31, 526]"
298,256-20s,itr10,Node 2,"[3692, 3155, 5178, 3207, 6434, 1149, 4909, 538, 7594, 111, 5094]"
299,256-20s,itr10,Node 3,"[3692, 3155, 5178, 3207, 1927, 1149, 4909, 538, 111, 108, 5094]"
300,256-20s,itr10,Node 1,"[3692, 3155, 5178, 3207, 1085, 1149, 4909, 538, 108, 111, 5094]"
301,8-60s,itr3,Node 2,"[1385, 912, 793, 1306, 793, 793, 1227, 793, 793, 1188, 793, 793, 1937, 1174, 1911, 793, 793, 2621, 793, 793, 793, 793, 793, 793, 3357, 793, 793, 1017, 793, 4895, 1030, 793, 4658, 4461, 1358, 784, 784, 784, 784, 784, 784, 784, 784, 784, 52]"
302,8-60s,itr3,Node 3,"[964, 1385, 793, 1306, 793, 793, 793, 793, 793, 793, 1174, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 1017, 1017, 793, 793, 793, 1004, 4461, 793, 1358, 784, 784, 784, 784, 784, 784, 784, 784, 784, 52]"
303,8-60s,itr3,Node 1,"[964, 1161, 912, 793, 793, 793, 793, 793, 793, 1174, 793, 793, 793, 793, 793, 793, 793, 793, 1122, 793, 793, 1109, 1109, 793, 1017, 793, 1017, 793, 793, 1030, 793, 793, 1004, 4658, 4461, 793, 784, 784, 784, 784, 784, 784, 784, 784, 52]"
304,8-60s,itr3,Node5,"[964, 912, 1385, 793, 793, 1306, 793, 793, 1227, 793, 793, 1188, 793, 1174, 793, 1174, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 1004, 4461, 793, 1358, 784, 784, 784, 784, 784, 784, 784, 784, 784, 52]"
305,8-60s,itr3,Node4,"[912, 1385, 793, 793, 1306, 793, 793, 793, 793, 793, 793, 1174, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 1122, 793, 1109, 1109, 793, 793, 793, 1017, 793, 793, 793, 793, 1004, 4461, 793, 1358, 784, 784, 784, 784, 784, 784, 784, 784, 784, 52]"
306,8-60s,itr2,Node 3,"[990, 1398, 793, 793, 1214, 793, 793, 1030, 793, 793, 1608, 793, 793, 1188, 793, 793, 793, 793, 793, 793, 793, 793, 793, 1309, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 127]"
307,8-60s,itr2,Node 2,"[1069, 1398, 793, 1214, 793, 1030, 793, 1608, 1188, 784, 793, 793, 1161, 793, 793, 1293, 793, 793, 1326, 793, 1318, 1309, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 127]"
308,8-60s,itr2,Node5,"[1069, 990, 1398, 793, 1214, 793, 793, 1030, 793, 793, 1608, 793, 793, 1188, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 1309, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 127]"
309,8-60s,itr2,Node4,"[1069, 990, 1398, 793, 1214, 793, 793, 1030, 793, 793, 1608, 793, 793, 1188, 793, 784, 793, 793, 793, 793, 793, 1293, 793, 793, 793, 793, 1309, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 127]"
310,8-60s,itr2,Node 1,"[1069, 990, 793, 793, 1214, 793, 793, 1030, 793, 793, 1608, 793, 793, 1188, 784, 793, 793, 793, 793, 793, 793, 793, 793, 1293, 793, 793, 1326, 784, 793, 1309, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 127]"
311,8-60s,itr4,Node 3,"[833, 793, 1003, 846, 806, 793, 793, 793, 1227, 793, 1004, 793, 1043, 2515, 793, 872, 793, 793, 1411, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 3436, 793, 793, 1201, 793, 793, 789, 784, 784, 784, 784, 784, 784, 784, 784, 784, 465]"
312,8-60s,itr4,Node 2,"[833, 793, 1727, 1003, 806, 793, 2187, 1227, 793, 2463, 793, 1043, 2515, 2200, 793, 872, 793, 793, 1411, 793, 793, 793, 793, 793, 3146, 3436, 3436, 793, 793, 1201, 793, 797, 793, 789, 784, 784, 784, 784, 784, 784, 784, 784, 465]"
313,8-60s,itr4,Node 1,"[833, 793, 846, 1003, 806, 1082, 793, 1227, 1004, 793, 793, 1043, 1148, 2515, 793, 793, 872, 793, 1411, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 3436, 793, 1201, 793, 797, 789, 784, 784, 784, 784, 784, 784, 784, 784, 465]"
314,8-60s,itr4,Node4,"[793, 793, 1003, 806, 793, 793, 793, 1227, 793, 793, 2463, 1043, 2200, 2515, 793, 793, 872, 793, 1411, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 3436, 793, 793, 1201, 793, 793, 789, 784, 784, 784, 784, 784, 784, 465]"
315,8-60s,itr4,Node5,"[793, 806, 793, 1227, 793, 793, 793, 1043, 1069, 2200, 793, 872, 793, 793, 1411, 793, 793, 793, 793, 793, 793, 793, 793, 3436, 793, 1201, 793, 793, 789, 784, 784, 784, 784, 784, 784, 465]"
316,8-60s,itr5,Node 2,"[1280, 793, 1398, 793, 1372, 793, 793, 1411, 793, 793, 1884, 1398, 793, 1503, 1266, 793, 1490, 1017, 793, 1503, 793, 793, 3646, 1490, 793, 3252, 2936, 793, 1096, 946, 793, 784, 784, 784, 784, 784, 784, 298]"
317,8-60s,itr5,Node 1,"[793, 793, 1398, 793, 793, 1372, 793, 793, 1398, 793, 1266, 793, 1490, 793, 793, 1503, 793, 1490, 793, 2936, 793, 1096, 793, 793, 784, 784, 784, 784, 784, 784, 298]"
318,8-60s,itr5,Node5,"[793, 793, 1398, 793, 793, 1372, 793, 793, 793, 793, 793, 1884, 793, 1266, 793, 793, 793, 793, 1490, 793, 793, 793, 1096, 793, 946, 784, 784, 784, 784, 784, 784, 298]"
319,8-60s,itr5,Node4,"[1280, 793, 1398, 793, 793, 1372, 793, 793, 793, 793, 793, 1398, 793, 793, 1266, 793, 793, 1017, 793, 793, 1490, 793, 2936, 793, 793, 1096, 793, 793, 946, 784, 784, 784, 784, 784, 298]"
320,8-60s,itr5,Node 3,"[898, 990, 793, 793, 793, 793, 1266, 2108, 793, 793, 793, 793, 1700, 793, 793, 793, 793, 793, 793, 951, 793, 793, 2038, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 103]"
321,8-60s,itr6,Node4,"[872, 793, 1135, 793, 1161, 793, 793, 2055, 1227, 1608, 793, 793, 1595, 1595, 2489, 793, 784, 793, 793, 793, 793, 793, 793, 1201, 793, 1608, 793, 793, 793, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 707]"
322,8-60s,itr6,Node5,"[833, 793, 793, 1161, 793, 793, 793, 793, 1227, 793, 1595, 793, 2489, 793, 793, 793, 793, 793, 793, 1608, 793, 1201, 793, 793, 1608, 793, 793, 1464, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 707]"
323,8-60s,itr6,Node 2,"[872, 833, 793, 1135, 793, 1161, 793, 2055, 793, 1227, 2187, 793, 793, 2489, 793, 793, 793, 793, 1556, 793, 1608, 793, 793, 1201, 1608, 793, 1464, 793, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 707]"
324,8-60s,itr6,Node 1,"[872, 833, 793, 1135, 793, 1161, 793, 793, 793, 1227, 793, 1608, 793, 1595, 1595, 2489, 784, 793, 793, 793, 793, 793, 1608, 793, 793, 793, 1608, 793, 793, 1464, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 707]"
325,8-60s,itr6,Node 3,"[872, 833, 1135, 1161, 793, 793, 793, 793, 1227, 793, 793, 1595, 2489, 793, 793, 793, 1608, 793, 793, 1608, 793, 1464, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 707]"
326,8-60s,itr7,Node 2,"[925, 951, 1608, 1017, 1805, 793, 1451, 793, 793, 1188, 793, 1464, 793, 2068, 793, 1661, 793, 793, 1556, 793, 793, 1608, 793, 793, 793, 793, 793, 833, 793, 793, 3225, 793, 793, 3208, 3208, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 765]"
327,8-60s,itr7,Node 3,"[925, 951, 912, 1017, 793, 1451, 793, 793, 793, 1464, 2068, 793, 793, 1556, 793, 1608, 793, 784, 793, 793, 793, 793, 793, 793, 793, 793, 3208, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 765]"
328,8-60s,itr7,Node5,"[925, 951, 793, 1004, 1017, 793, 793, 1451, 793, 793, 793, 793, 793, 2068, 793, 793, 793, 793, 1556, 793, 793, 1608, 793, 793, 793, 793, 793, 833, 793, 820, 793, 793, 806, 3208, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 765]"
329,8-60s,itr7,Node4,"[925, 951, 1004, 793, 912, 793, 885, 1451, 793, 793, 1188, 793, 793, 1188, 2068, 793, 793, 793, 1556, 793, 793, 1608, 784, 793, 793, 793, 793, 793, 793, 793, 3225, 793, 3208, 806, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 765]"
330,8-60s,itr7,Node 1,"[925, 951, 1017, 1608, 793, 1805, 793, 1451, 793, 793, 793, 1188, 793, 793, 2068, 793, 1661, 793, 1043, 1556, 793, 793, 1608, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 3208, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 765]"
331,8-60s,itr8,Node 2,"[793, 1503, 925, 793, 1280, 793, 793, 1122, 793, 793, 1201, 793, 1529, 793, 1122, 793, 793, 1135, 793, 793, 1253, 793, 1306, 793, 793, 1648, 793, 793, 1635, 2003, 793, 793, 793, 793, 790, 784, 784, 784, 784, 784, 260]"
332,8-60s,itr8,Node 1,"[793, 925, 1503, 793, 793, 793, 793, 793, 793, 1201, 793, 793, 793, 1122, 793, 793, 1135, 793, 793, 1253, 793, 793, 793, 793, 793, 793, 793, 793, 1635, 793, 793, 793, 793, 790, 784, 784, 784, 784, 784, 784, 260]"
333,8-60s,itr8,Node 3,"[793, 806, 1503, 793, 1280, 793, 1122, 793, 1201, 793, 1122, 793, 1135, 793, 1253, 793, 793, 793, 793, 1648, 793, 1635, 793, 793, 793, 793, 793, 790, 784, 784, 784, 784, 784, 784, 260]"
334,8-60s,itr8,Node5,"[793, 806, 793, 1280, 793, 793, 793, 1201, 793, 793, 1122, 793, 793, 1135, 793, 793, 1253, 793, 793, 793, 793, 793, 793, 793, 793, 1635, 793, 2003, 793, 793, 793, 790, 784, 784, 784, 784, 784, 260]"
335,8-60s,itr8,Node4,"[793, 806, 1503, 793, 793, 1280, 793, 793, 1122, 793, 793, 1201, 793, 793, 793, 793, 1135, 793, 1253, 793, 793, 793, 793, 793, 1635, 793, 2003, 793, 793, 793, 790, 784, 784, 784, 784, 784, 784, 260]"
336,8-60s,itr9,Node5,"[1148, 911, 793, 793, 1358, 793, 793, 1069, 793, 793, 793, 793, 793, 2055, 793, 1030, 793, 793, 1543, 793, 793, 793, 793, 793, 793, 793, 846, 793, 1328]"
337,8-60s,itr9,Node4,"[793, 898, 793, 793, 925, 1030, 1266, 872, 1043, 872, 951, 990, 885, 1004, 806, 872, 872, 1700, 793, 793, 793, 2765, 793, 793, 793, 793, 793, 793, 793, 793, 793, 793, 2410, 1003]"
338,8-60s,itr9,Node 2,"[1280, 898, 911, 1727, 1056, 793, 1358, 793, 793, 1069, 793, 1306, 793, 793, 2055, 1293, 793, 1030, 793, 793, 1543, 793, 1529, 793, 793, 793, 793, 793, 793, 793, 846, 793, 1328]"
339,8-60s,itr9,Node 3,"[898, 859, 911, 1727, 793, 1358, 793, 1069, 793, 793, 793, 2055, 793, 1030, 793, 1543, 793, 793, 793, 793, 793, 793, 793, 846, 793, 1328]"
340,8-60s,itr9,Node 1,"[859, 898, 911, 1727, 793, 793, 1358, 793, 1069, 793, 793, 1306, 793, 1293, 2055, 793, 793, 1030, 793, 1543, 793, 793, 793, 793, 793, 793, 793, 793, 846, 793, 1328]"
341,8-60s,itr10,Node 1,"[898, 990, 793, 793, 793, 2108, 793, 793, 793, 793, 1700, 793, 793, 1687, 793, 1674, 1674, 793, 951, 793, 2038, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 103]"
342,8-60s,itr10,Node 2,"[898, 990, 793, 793, 2108, 1713, 793, 793, 2607, 1700, 793, 2252, 793, 793, 4461, 1674, 793, 951, 793, 2038, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 103]"
343,8-60s,itr10,Node 3,"[898, 990, 793, 793, 793, 793, 1266, 2108, 793, 793, 793, 793, 1700, 793, 793, 793, 793, 793, 793, 951, 793, 793, 2038, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 103]"
344,8-60s,itr10,Node4,"[898, 793, 793, 793, 1266, 793, 2108, 793, 1713, 793, 1700, 2607, 793, 1687, 793, 793, 1674, 4461, 793, 951, 793, 2038, 784, 784, 784, 784, 784, 784, 784, 784, 103]"
345,8-60s,itr10,Node5,"[898, 1056, 793, 793, 1240, 793, 2108, 793, 793, 793, 793, 1700, 793, 793, 793, 793, 793, 793, 951, 793, 793, 2038, 784, 784, 784, 784, 784, 784, 784, 784, 784, 784, 103]"
346,8-60s,itr1,Node 1,"[1056, 977, 885, 1082, 793, 793, 1293, 990, 833, 898, 806, 1674, 793, 1122, 1240, 1542, 833, 793, 793, 793, 793, 898, 793, 819, 846, 846, 846, 833, 846, 1135, 1135, 1174, 793, 4108, 784, 784, 784, 784, 784, 784, 784, 784, 621]"
347,8-60s,itr1,Node 2,"[1056, 977, 885, 1082, 793, 793, 1293, 990, 833, 898, 806, 1674, 819, 793, 1122, 1240, 1542, 833, 793, 793, 793, 793, 898, 793, 819, 846, 846, 846, 833, 846, 1135, 1135, 1174, 4108, 793, 784, 784, 784, 784, 784, 784, 784, 784, 621]"
348,8-60s,itr1,Node 3,"[1056, 977, 885, 1082, 793, 793, 1293, 990, 833, 898, 806, 1674, 819, 793, 1122, 1240, 1542, 833, 793, 793, 793, 793, 898, 793, 819, 846, 846, 846, 833, 846, 1135, 1135, 1174, 793, 4108, 784, 784, 784, 784, 784, 784, 784, 784, 621]"
349,8-60s,itr1,Node4,"[1056, 977, 885, 1082, 793, 793, 1293, 990, 833, 898, 806, 1674, 819, 793, 1122, 1240, 1542, 833, 793, 793, 793, 793, 806, 898, 793, 819, 846, 846, 846, 833, 846, 1135, 1135, 1174, 793, 4108, 784, 784, 784, 784, 784, 784, 784, 784, 621]"
350,8-60s,itr1,Node5,"[1056, 977, 885, 1082, 793, 793, 1293, 990, 833, 898, 806, 1674, 819, 793, 1122, 1240, 1542, 833, 793, 793, 793, 793, 898, 793, 819, 846, 846, 846, 833, 846, 1135, 1135, 1174, 4108, 784, 784, 784, 784, 784, 784, 784, 784, 621]"
351,16-60s,itr1,Node 2,"[823, 2009, 1996, 1825, 1825, 2022, 1957, 2035, 1996, 1878, 3376, 1944, 1930, 1891, 2049, 2083, 1568, 1568, 1402]"
352,16-60s,itr1,Node4,"[823, 2009, 1996, 1825, 1825, 2075, 1957, 2035, 1996, 1878, 2114, 2877, 1944, 1930, 1891, 2049, 2083, 1568, 1568, 1402]"
