Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8858,32,3,22939,418.95,0.000%,29.52470,13.35,32.70,463.0
TOTAL,8858,32,3,22939,418.95,0.000%,29.52470,13.35,32.70,463.0
