Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7755,39,4,26652,744.57,0.000%,24.47994,10.52,136.58,440.0
TOTAL,7755,39,4,26652,744.57,0.000%,24.47994,10.52,136.58,440.0
