Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5795,50,3,35743,635.52,0.000%,19.12327,8.65,194.63,463.0
TOTAL,5795,50,3,35743,635.52,0.000%,19.12327,8.65,194.63,463.0
