Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Firs Test single user:FIr Creation Request,19979,14,3,7137,121.07,0.000%,66.59689,30.11,73.75,463.0
TOTAL,19979,14,3,7137,121.07,0.000%,66.59689,30.11,73.75,463.0
