Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,2122,144,4,27713,1173.28,0.000%,6.78107,3.07,69.02,463.0
TOTAL,2122,144,4,27713,1173.28,0.000%,6.78107,3.07,69.02,463.0
