Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8250,36,4,46495,667.64,0.000%,26.30052,11.30,146.28,440.0
TOTAL,8250,36,4,46495,667.64,0.000%,26.30052,11.30,146.28,440.0
