Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,3342,90,3,28727,884.60,0.000%,10.69827,4.84,108.88,463.0
TOTAL,3342,90,3,28727,884.60,0.000%,10.69827,4.84,108.88,463.0
