Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,22772,11,3,5821,96.25,0.000%,75.92717,34.33,84.08,463.0
TOTAL,22772,11,3,5821,96.25,0.000%,75.92717,34.33,84.08,463.0
