Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,8520,36,3,50213,592.31,0.000%,26.49155,11.98,269.81,463.0
TOTAL,8520,36,3,50213,592.31,0.000%,26.49155,11.98,269.81,463.0
