Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,9354,30,2,31347,473.96,0.000%,31.13475,14.08,14.47,463.0
TOTAL,9354,30,2,31347,473.96,0.000%,31.13475,14.08,14.47,463.0
