Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,147,2039,2014,2310,24.61,100.000%,.48810,0.22,25.22,470.0
TOTAL,147,2039,2014,2310,24.61,100.000%,.48810,0.22,25.22,470.0
