Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,4633,59,6,66044,1223.77,0.000%,15.45255,6.64,792.69,440.0
TOTAL,4633,59,6,66044,1223.77,0.000%,15.45255,6.64,792.69,440.0
