Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,5616,52,3,29044,679.97,0.000%,18.62575,8.42,20.75,463.0
TOTAL,5616,52,3,29044,679.97,0.000%,18.62575,8.42,20.75,463.0
