Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,6612,47,5,42460,918.13,0.000%,19.32124,8.30,989.79,440.0
TOTAL,6612,47,5,42460,918.13,0.000%,19.32124,8.30,989.79,440.0
