Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,7402,40,3,52283,764.75,0.000%,24.03434,10.87,244.78,463.0
TOTAL,7402,40,3,52283,764.75,0.000%,24.03434,10.87,244.78,463.0
