Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
FIr Creation Request,32550,8,3,1992,24.37,0.003%,105.50677,45.34,47.91,440.0
TOTAL,32550,8,3,1992,24.37,0.003%,105.50677,45.34,47.91,440.0
